dico1,medianctrl7
"Prostaglandin-E Synthase",0
"Carbonyl Reductase (NADPH)",-107.294417143078
"Carbonyl Reductase (NADPH)",0
"Carbonyl Reductase (NADPH)",104.27595945821
"Acyl Coenzyme A Oxidase",3.73679025369594
"Acyl Coenzyme A Oxidase",1.79948721830577
"Dodecenoyl Coenzyme A Isomerase",-5.88439681550531
"RE3629C",0
"RE3630C",0
"RE3637C",0
"Exchange of Prostaglandin H2 ",0
"Exchange of Prostaglandin I2 ",0
"Exchange of CDP ",0
"Exchange of ({[ (2R, 3S, 5R)-3-Hydroxy-5- (5-Methyl-2, 4-Dioxo-1, 2, 3, 4-Tetrahydropyrimidin-1-Yl)Oxolan-2-Yl]Methyl Phosphonato}Oxy)Phosphonate ",0
"Exchange of L-3-Cyanoalanine ",0
"Exchange of Apoa1 ",7.08813036069514
"Exchange of L-Citrulline ",0
"Exchange of Xanthurenic Acid ",0
"Exchange of Chitobiose ",0
"Exchange of Chenodeoxycholate ",0
"Exchange of Taurolithocholate ",0
"Exchange of Glycolithocholate ",0
"Exchange of Tauroursodeoxycholate ",0
"Exchange of Glycoursodeoxycholate ",1.17138375520522
"Chenodeoxycholic acid 3-sulfate exchange",0
"Exchange of Lithocholate ",0
"Ursodeoxycholic acid exchange",0
"Exchange of Sulfoglycolithocholate ",0
"Exchange of 2-[ (4R)-4-[ (1S, 2S, 5R, 7R, 10R, 11S, 14R, 15R)-2, 15-Dimethyl-5- (Sulfonatooxy)Tetracyclo[8.7.0.0^{2, 7}.0^{11, 15}]Heptadecan-14-Yl]Pentanamido]Ethane-1-Sulfonate ",0
"Exchange of Reverse-Triiodthyronine ",0
"Exchange of Thromboxane-B2 ",0
"Exchange of Prostaglandin A1 ",0
"Exchange of Prostaglandin-A2 ",0
"Exchange of Prostaglandin-B1 ",0
"Exchange of Prostaglandin-B2 ",0
"Exchange of Prostaglandin C1 ",0
"Exchange of Prostaglandin-C2 ",0
"Exchange of Prostaglandin-E3 ",0.143598324186565
"Exchange of Prostaglandin-G2 ",0
"Exchange of Malonyl Coenzyme A ",0
"Exchange of Arachidyl Coenzyme A ",0
"Exchange of Coenzyme A",0
"Exchange of 3-Oxodocosanoyl Coenzyme A ",0
"Exchange of Spermine Monoaldehyde ",0
"Exchange of Spermidine Monoaldehyde 2 ",0
"Exchange of Spermidine Dialdehyde ",0
"Exchange of Spermine Dialdehyde ",0
"Exchange of Spermidine Monoaldehyde 1 ",0
"Exchange of Maltopentaose ",0
"Exchange of Beta-Casomorphin ",0
"Exchange of Beta-Casomorphin (1-6) ",0
"Exchange of Neocasomorphin ",0
"Exchange of Neocasomorphin (1-5) ",0
"Exchange of Apelin-13 ",0
"Exchange of Apelin (1-12) ",0
"Exchange of Maltoheptaose ",0
"Exchange of Maltodecaose ",0
"Exchange of Maltononaose ",0
"Exchange of Cyanosulfurous Acid Anion ",0
"Exchange of Cyanate ",0
"Exchange of 2',3'-Cyclic UMP ",0
"Exchange of 3'-UMP ",0
"Exchange of Kinetensin ",0
"Exchange of Kinetensin 1-7 ",0
"Exchange of Kinetensin 1-8 ",0
"Exchange of Neuromedin N ",0
"Exchange of Neuromedin N (1-4) ",0
"Exchange of Kinetensin 1-3 ",0
"Exchange of Kinetensin 4-8 ",0
"Exchange of N-Acetyl-Seryl-Aspartyl-Lysyl-Proline ",0
"Exchange of N-Acetyl-Seryl-Aspartate ",0
"Exchange of Lysyl-Proline ",0
"Exchange of Hypochlorous Acid ",0
"Exchange of Nitryl Chloride ",0
"Exchange of Gama-Cehc-Glucuronide ",0
"Exchange of Gama-Carboxyethyl-Hydroxychroman ",0
"Exchange of UDP-D-Galactose ",0
"Exchange of N-Acylsphingosine ",0
"Exchange of D-Galactosyl-N-Acylsphingosine ",0
"Exchange of Alloxan ",0
"Exchange of CDP-Ethanolamine ",0
"Exchange of 1, 2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0) ",0
"Exchange of Alpha-Cehc-Glucuronide ",0
"Exchange of 3'-Carboxy-Alpha-Chromanol ",0
"Exchange of (5Z, 9E, 14Z)- (8Xi, 11R, 12S)-11, 12-Epoxy-8-Hydroxyicosa-5, 9, 14-Trienoate ",0
"Citrate Transport via Sodium Symport",0
"Glycine Reversible Transport via Sodium And Chloride Symport (3:1:1)",0
"Bicarbonate Transport (Na/Hco3 Symport)",-787.103728385495
"Inositol Transport via Sodium Symport",34.1672750542271
"Phosphate Transport In/Out via Na+ Symporter",-961.891869883016
"Phosphate Transport In/Out via Two Na+ Symporter",0
"Proline Transport (Sodium Symport) (2:1)",0
"Testicular 17-Beta-Hydroxysteroid Dehydrogenase",0
"Generic Human Biomass Reaction",0.0938084322300305
"Transport of 2-Methylcrotonoyl Coenzyme A into Cytosol",0
"Transport of (R)-3-Hydroxybutanoyl Coenzyme A into Cytosol",0
"Activation of Adipic Acid for Formation of Adipoyl Carnitine",1.98929658264552
"Transport into Cytosol (Diffusion)",1.98929658264655
"Production of Adipoyl Carnitine",-1.98929658264575
"Thioesterification of Adipoyl Coenzyme A for Release into Cytosol",1.98929658264553
"Transport of 3-Hydroxy Butyryl Carnitine into Extra Cellular Space",0
"Production of Decanoylcarnitine",0
"Sink for Decenoyl Coenzyme A",0
"Production of Decenoylcarnitine",0
"Transport of Decenoyl Carnitine into Extra Cellular Space",0
"Production of Decadienoylcarnitine",0
"Transport of Decanoyl Carnitine into Extra Cellular Space",0
"Transport of Sebacoyl Carnitine into Cytosol",-1.5196309759024
"Production of Sebacoylcarnitine",1.51963097590227
"Transport of Sebacoyl Carnitine into Extra Cellular Space",0
"Production of 3-Ohdecanoylcarnitinec",0
"Production of Dodecanoylcarnitine",0
"Production of Dodecenoylcarnitine",0
"Thioesterification of Dodecanedioyl Coenzyme A for Release into Cytosol",1.60264183470482
"Activation of Dodecanedioic Acid",1.6026418347053
"Transport of Dodecanedioic Acid by Diffusion",1.60264183470354
"Excretion of Dodecanedioyl Carnitine",0
"Production of 3-Ohdodecanoylcarnitinec",0
"Production of Myristoylcarnitine",-14.0102457978464
"Transport of 3-Hydroxytetradecenoyl Coenzyme A from Mitochondria into Cytosol",0
"Production of Tetradecenoylcarnitine",0
"Production of 3-Hydroxytetradecenoyl Carnitine",0
"Excretion of 3-Hydroxy Tetradecenoyl-7-Carnitine",0
"Transport of 3-Hydroxytetradeca Dienoyl Coenzyme A from Mitochondria into Cytosol",0
"Production of Tetradecadienoylcarnitine",0
"Production of 3-Hydroxytetradeca Dienoyl Carnitine",0
"Excretion of 3-Hydroxy Trans5,8Tetradecadienoyl Carnitine",0
"Production of 3-Hydroxytetradecanoylcarnitine",0
"Production of 3-Hydroxyhexadecenoylcarnitine",0
"Transport of 3-Hydroxy Trans7, 10-Hexadecadienoylcoa from Mitochondria into Cytosol",0
"Production of 3-Hydroxy Hexadecadienoyl Carnitine",0
"Excretion of 3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine",0
"Production of Hexadecanedioylcarnitine",0
"Transport of Hexadecanedioic Acid Mono-L-Carnitine Ester into Extra Cellular Space",0
"Production of 3-Hydroxyhexadecanoylcarnitinec",0
"Transport of Palmitoylcoa into Peroxisomes",0
"Production of 3-Hydroxyoctadecenoylcarnitinec",0
"Production of 3-Hydroxyoctadecadienoylcarnitine",0
"Production of 3-Hydroxyoctadecanoylcarnitine",0
"Transport of Acetylcarnitine from Peroxisomes to Cytosol",843.330926605468
"Production of Propionylcarnitine",374.00928498529
"Transport of Malonyl Carnitine into Extra Cellular Space",0
"Production of Butyrylcarnitine",-702.314939656919
"Transport of Butyryl Carnitine in the Mitochondrial Matrix for Final Hydrolysis",-702.314939656918
"Transport of Butyryl Carnitine into the Extra Cellular Space",0
"Transport of Succinyl Carnitine into Cytosol",-3.17090715543944
"Transport of Succinyl Carnitine into the Extra Cellular Space",0
"Production of 3-Hydroxybytyryl Carnitinec",0
"Transport of Bytyrylcarnitine from Peroxisomes",0
"Transport of Bytyrylcarnitine into Mitochondrial Matrix",0
"Esterification of Butyrylcoa to Butyrylcarnitine for Transport",0
"Production of Isovalerylcarnitine",0
"Production of Tiglylcarnitine",0
"Transport of Glutaryl Carnitine into the Extra Cellular Fluid",0
"Production of Hexanoylcarnitine",0.00709695203167233
"Esterification of Of Hexanoylcoa for Transport into Cytosol",-0.00709695203226236
"Transport of Hexanoyl Carnitine into the Extra Cellular Fluid",0
"Transport of Hexanoylcarnitine into Cytosol",-0.00709695203107437
"Transport of Adipoyl Carnitine into Cytosol",-1.98929658264557
"Production of Adipoylcarnitine",1.98929658264624
"Transport of Adipoyl Carnitine into the Extra Cellular Fluid",0
"Production of Octanoylcarnitine",-40.441992179308
"Sink for Octenoyl Coenzyme A",0
"Production of Ocetenoylcarnitine",0
"Transport of Octenoyl Carnitine into the Extra Cellular Space",0
"Transport of Octanoyl Carnitine into the Extra Cellular Space",0
"Production of Suberylcarnitine",2.14093838886454
"Transport of Suberyl Carnitine into the Extra Cellular Space",0
"Transport of Dimethylnonanoylcarnitine from Peroxisomes to Cytosol",-826.857001329938
"Transport of Decanoate (N-C10:0) by Diffusion",0
"Transport of Decanoate (N-C10:0) into the E.R. by Diffusion",0
"Transport of Docosapentenoylcoa into Peroxisomes.",0
"Sink for Trans-Dodec-2-Enoyl Coenzyme A",0
"Transport of 3-Hydroxydodecanoyl Carnitine into Extra Cellular Space",0
"Transport of Lauroyl Carnitine into Extra Cellular Space",0
"Transport of Dodecenoyl Carnitine into Extra Cellular Space",0
"Transport of 3-Hydroxydecanoyl Carnitine into Extra Cellular Space",0
"Sink for 2, 6-Dodecadienoyl Coenzyme A",0
"Transport of Decadienoyl Carnitine into the Extra Cellular Space",0
"Transport of 13-Docosenoylcoa into Peroxisomes",0
"Absorption Or Uptake of 13-Docosenoic Acid into Cells",0.283144325761024
"Activation of Docosanoic Acid for Transport",0
"Uptake of Docosanoic Acid by Cells by Diffusion",0
"Transport of Docosanoic Acid by Diffusion",0
"Transport of Docosanedioic Acid by Diffusion",0
"Transport of Behenoylcoa into Peroxisomes",0
"Excretion of Docosanedioic Acid",0
"Exchange of 3-Hydroxy Butyryl Carnitine",0
"Exchange of 3-Hydroxydodecanoyl Carnitine",0
"Exchange of 3-Hydroxydecanoyl Carnitine",0
"Exchange of 3-Hydroxyhexadecenoyl Carnitine",0
"Exchange of 3-Hydroxyhexadecanoyl Carnitine",0
"Exchange of 3-Hydroxy-Isovaleryl Carnitine",0
"Exchange of 3-Hydroxyoctadecadienoyl Carnitine",0
"Exchange of 3-Hydroxyoctadecanoyl Carnitine",0
"Exchange of 3-Hydroxy-Octadecenoyl Carnitine",0
"Exchange of 3-Hydroxy-Tetradecanoyl Carnitine",0
"Exchange of 3-Hydroxy Tetradecenoyl-7-Carnitine",0
"Exchange of 3-Hydroxy Trans7, 10-Hexadecadienoyl Carnitine",0
"Exchange of 3-Hydroxy Trans5, 8Tetradecadienoyl Carnitine",0
"Exchange of Decenoyl Carnitine",0
"Exchange of Decanoyl Carnitine",0
"Exchange of Sebacoyl Carnitine",0
"Exchange of Dodecanedioyl Carnitine",0
"Exchange of Hexadecanedioic Acid Mono-L-Carnitine Ester",0
"Exchange of Malonyl Carnitine",0
"Exchange of Butyryl Carnitine",0
"Exchange of Succinyl Carnitine",0
"Exchange of Tiglyl Carnitine",0
"Exchange of Glutaryl Carnitine",0
"Exchange of Hexanoyl Carnitine",0
"Exchange of Adipoyl Carnitine",0
"Exchange of Octenoyl Carnitine",0
"Exchange of Octanoyl Carnitine",0
"Exchange of Suberyl Carnitine",0
"Exchange of Dodecenoyl Carnitine",0
"Exchange of Lauroyl Carnitine",0
"Exchange of Decadienoyl Carnitine",0
"Exchange of Docosenoic Acid (C22:1)",0
"Exchange of Behenic Acid",0
"Exchange of Docosanedioic Acid",0
"Exchange of Isovaleryl Carnitine",0
"Exchange of Tetradecadienoyl Carnitine",0
"Exchange of Tetradecenoyl Carnitine",0
"Exchange of Decanoate (N-C10:0)",0
"Fatty Acid Beta Oxidation (C10:1->C10:2), Mitochondrial",0.465608476294111
"Fatty Acid Beta Oxidation (C10:1->C10:2), Peroxisomal",19.3364405567862
"Fatty Acid Beta Oxidation (C10:1->C8), Mitochondrial",0
"Fatty Acid Beta Oxidation (C10:1->C8:0), Peroxisomal",1.02172186221847
"Isomerization (C10:1), Peroxisomal",0.627029919444667
"Reduction (C10:2->C10:1), Mitochondrial",0.843985523948446
"Fatty Acid Beta Oxidation (C10:2->C10:1), Peroxisomal",0
"Fatty Acid Beta Oxidation (C10:2->C10:3), Mitochondrial",0.736041101260293
"Fatty Acid Beta Oxidation (C10:2->C10:3), Peroxisomal",0.1333959237591
"Fatty Acid Beta Oxidation (C10:2->C8:1), Mitochondrial",0.736041101262803
"Fatty Acid Beta Oxidation (C10:2->C8:1), Peroxisomal",0.13339592375927
"Isomerization (C10:2), Mitochondrial",0.736041101261243
"Isomerization (C10:2), Peroxisomal",0.133395923759041
"Fatty Acid Beta Oxidation (C10:3->C10:2), Mitochondrial",0.73604110126016
"Fatty Acid Beta Oxidation (C10:3->C10:2), Peroxisomal",0.133395923758716
"Fatty Acid Beta Oxidation (C10->Ohc10), Mitochondrial",31.3979529664203
"Fatty Acid Beta Oxidation (C10->C8), Mitochondrial",0
"Fatty Acid Beta Oxidation (C10->C8), Peroxisomal",2.14492640572634
"Fatty Acid Beta Oxidation (C10Dc->C8Dc)",0
"Fatty Acid Beta Oxidation (C11Br->C9Br), Peroxisomal",0
"Fatty Acid Beta Oxidation (C11->C9), Mitochondrial",0
"Fatty Acid Beta Oxidation (C12:1->C10:1), Mitochondrial",1.43076058404344
"Fatty Acid Beta Xoidation (C12:1->C10), Peroxisomal",0.807227206978238
"Isomerization (C12:1), Peroxisomal",0.514554564314155
"Fatty Acid Beta Oxidation (C12:2->C10:1), Mitochondrial",1.48102293091297
"Isomerization (C12:2), Mitochondrial",1.48102293091376
"Isomerization (C12:2), Peroxisomal",0.252583944403724
"Fatty Acid Beta Oxidation (C12:3->C10:2), Mitochondrial",0.73604110126078
"Fatty Acid Beta Oxidation (C12:3->C10:2), Peroxisomal",0.133395923759948
"Isomerization (C12:3), Mitochondrial",0.736041101261268
"Isomerization (C12:3), Peroxisomal",0.133395923758842
"Fatty Acid Beta Oxidation (C12->C10), Mitochondrial",0
"Fatty Acid Beta Oxidation (C12->C10), Peroxisomal",0
"Fatty Acid Beta Oxidation (C12->Ohc12), Mitochondrial",2.95428788540229
"Fatty Acid Beta Oxidation (C12Dc->C10Dc), Peroxisomal",0
"Transport of Dodecanedioyl Carnitine into Cytosol",-1.60264183470394
"Formation of Dodecanedioyl Carnitine",1.60264183470418
"Production of Dodecanedioyl Carnitine",-1.60264183470455
"Fatty Acid Beta Oxidation (C13Br->C11Br), Peroxisomal",0
"Fatty Acid Beta Oxidation (C13->C11), Mitochondrial",0
"Fatty Acid Beta Oxidation (C14:1->C12:1), Mitochondrial",1.43076058404431
"Fatty Acid Beta Xoidation (C14:1->C12:1), Peroxisomal",0
"Fatty Acid Beta Oxidation (C14:1->C14:1Oh), Mitochondrial",0
"Fatty Acid Beta Oxidation (C14:2->C12:2), Mitochondrial",1.48102293091231
"Fatty Acid Beta Oxidation (C14:2->C12:2), Peroxisomal",0.252583944403796
"Fatty Acid Beta Oxidation (C14:2->C14:2Oh), Mitochondrial",0
"Fatty Acid Beta Oxidation (C14:3->C12:3), Mitochondrial",0.736041101261261
"Fatty Acid Beta Oxidation (C14:3->C12:3), Peroxisomal",0.133395923758138
"Fatty Acid Beta Oxidation (C14->C12), Mitochondrial",3.06848070320352
"Fatty Acid Beta Oxidation (C14->C12), Peroxisomal",0
"Fatty Acid Beta Oxidation (C14->C14Oh), Mitochondrial",2.21922960604105
"Fatty Acid Beta Oxidation (C14Dc->C12Dc), Peroxisomal",0
"Fatty Acid Activation (C15), Peroxisomal",0
"Fatty Acid Beta Oxidation (C15Br->C13Br), Peroxisomal",0
"Fatty Acid Beta Oxidation (C15->C13), Mitochondrial",0
"Fatty Acid Alpha Oxidation (2-Hydroxyphytanoyl Coenzyme A) (NADP), Peroxisomal",0
"Fatty Acid Alpha Oxidation (2-Hydroxyphytanoyl Coenzyme A) (NAD), Peroxisomal",0
"Fatty Acid Beta Oxidation (C16:1->C14:1), Mitochondrial",1.43076058404501
"Fatty Acid Beta Xoidation (C16:1->C14:1), Peroxisomal",0
"Production of 3-Hydroxyhexadecenoylcoa",0
"Fatty Acid Beta Oxidation (C16:2->C14:2), Mitochondrial",0.336990705640753
"Fatty Acid Beta Oxidation (C16:2->C16:2Oh), Mitochondrial",0
"Fatty Acid Beta Oxidation (C16:3->C14:2), Peroxisomal",0.252583944404902
"Fatty Acid Beta Oxidation (C16:3->C14:3), Mitochondrial",0.223943833600609
"Fatty Acid Beta Oxidation (C16:3->C16:4), Mitochondrial",1.08160960044288
"Fatty Acid Beta Oxidation (C16:3->C16:4), Peroxisomal",0.252583944403838
"Fatty Acid Beta Oxidation (C16:3->C14:2), Mitochondrial",1.08160960044162
"Isomerization (C16:3), Mitochondrial",1.08160960044244
"Isomerization (C16:3), Peroxisomal",0.252583944405616
"Fatty Acid Beta Oxidation (C16:4->C14:3), Mitochondrial",0.401509825848211
"Fatty Acid Beta Oxidation (C16:4->C14:3), Peroxisomal",0.133395923757746
"Fatty Acid Beta Oxidation (C16:4->C16:3), Peroxisomal",0.252583944404648
"Fatty Acid Beta Oxidation (C16:4->C16:5), Mitochondrial",0.401509825848739
"Fatty Acid Beta Oxidation (C16:4->C16:5), Peroxisomal",0.133395923758232
"Fatty Acid Beta Oxidation (C16:4->C16:3), Mitochondrial",1.08160960044246
"Isomerization (C16:4), Mitochondrial",0.401509825848364
"Isomerization (C16:4), Peroxisomal",0.133395923757917
"Fatty Acid Beta Oxidation (C16:5->C16:4), Mitochondrial",0.401509825848451
"Fatty Acid Beta Oxidation (C16:5->C16:4), Peroxisomal",0.133395923757937
"Fatty Acid Activation (C16Br), Peroxisomal",1.86732121356947
"Fatty Acid Beta Oxidation (C16->C14), Mitochondrial",2.01253579841342
"Fatty Acid Beta Oxidation (C16->C14), Peroxisomal",0
"Fatty Acid Beta Oxidation (C16->C16Oh), Mitochondrial",0
"Fatty Acid Beta Oxidation (C16Dc->C14Dc), Peroxisomal",0
"Fatty Acid Activation (C16Dc), Endoplasmatic Reticulum",0
"Fatty Acid Omega Oxidation (C16->W-Ohc16), Endoplasmatic Reticulum",0
"Fatty Acid Beta Oxidation (C17->C15), Mitochondrial",0
"Fatty Acid Beta Oxidation (C18:1->C16:1), Mitochondrial",1.5643577660762
"Fatty Acid Beta Xoidation (C18:1->C16:1), Peroxisomal",0
"Fatty Acid Beta Oxidation (C18:1->C18:1Oh), Mitochondrial",0
"Fatty Acid Beta Oxidation (C18:2->C16:2), Mitochondrial",0.336990705640624
"Fatty Acid Beta Oxidation (C18:2->C18:2Oh), Mitochondrial",0
"Fatty Acid Beta Oxidation (C18:3->C16:3), Mitochondrial",0.463639660261282
"Fatty Acid Beta Oxidation (C18:3->C16:3), Mitochondrial",0.22394383360086
"Fatty Acid Beta Oxidation (C18:4->C16:3), Mitochondrial",0.439879526456757
"Fatty Acid Beta Oxidation (C18:4->C16:3), Peroxisomal",0.252583944403355
"Fatty Acid Beta Oxidation (C18:4->C16:4), Mitochondrial",0.176195571715455
"Fatty Acid Beta Oxidation (C18:4->C16:4), Peroxisomal",0.133395923757445
"Isomerization of (C18:4), Mitochondrial",0.439879526457314
"Isomerization (C18:4), Peroxisomal",0.252583944403375
"Fatty Acid Beta Oxidation (C18:5->C16:4), Mitochondrial",0.157092773159642
"Isomerization (C18:5), Mitochondrial",0.157092773159115
"Fatty Acid Beta Oxidation (C18->C18Oh), Mitochondrial",0
"Fatty Acid Beta Xoidation (C20:1->C18:1), Peroxisomal",0
"Fatty Acid Beta Oxidation (C20:4->C18:4), Mitochondrial",0.439879526457039
"Fatty Acid Beta Oxidation (C20:4->C20:5), Peroxisomal",0.252583944404039
"Fatty Acid Beta Oxidation (C20:5->C18:4), Peroxisomal",0.252583944403799
"Fatty Acid Beta Oxidation (C20:5->C18:5), Mitochondrial",0.157092773158209
"Fatty Acid Beta Oxidation (C22:1->C20:1), Peroxisomal",0
"Fatty Acid Beta Oxidation (C22:5->C20:4), Mitochondrial",0.439879526457747
"Fatty Acid Beta Oxidation (C22:5->C20:4), Peroxisomal",0.252583944404221
"Fatty Acid Beta Oxidation (C22:5->C22:6), Mitochondrial",0.439879526457442
"Fatty Acid Beta Oxidation (C22:5->C22:6), Peroxisomal",0.25258394440531
"Isomerization (C22:5), Mitochondrial",0.439879526458071
"Isomerization (C22:5), Peroxisomal",0.252583944404455
"Fatty Acid Beta Oxidation (C22:6->C20:5), Mitochondrial",0.157092773158106
"Fatty Acid Beta Oxidation (C22:6->C22:5), Mitochondrial",0.439879526458159
"Fatty Acid Beta Oxidation (C22:6->C22:5), Peroxisomal",0.252583944404234
"Fatty Acid Beta Oxidation (C22:6->C22:7), Mitochondrial",0.157092773158745
"Isomerization (C22:6), Mitochondrial",0.157092773159176
"Fatty Acid Beta Oxidation (C22:7->C22:6), Mitochondrial",0.157092773158888
"Fatty Acid Beta Oxidation (C22->C20), Peroxisomal",0
"Fatty Acid Omega Oxidation by Hydroxylases (C22->C22Dc), Endoplasmatic Reticulum",0
"Fatty Acid Omega Oxidation (C22->W-Ohc22), Endoplasmatic Reticulum",0
"Fatty Acid Beta Oxidation (C24:1->C22:1), Peroxisomal",0
"Fatty Acid Beta Oxidation (C24->C22), Peroxisomal",0
"Malonylcoa->Malonylcarnitine",0
"Fatty Acid Beta Oxidation (C4->C2), Mitochondrial",0.891232304283012
"Succ->C4Dcc",3.17090715543827
"Fatty Acid Beta Oxidation (C5->C3), Mitochondrial",0
"Production of Glutaryl Carnitine",0
"Fatty Acid Beta Oxidation (C5->C5Oh), Mitochondrial",0
" (3-Hydroxyisovalerylcoa->3-Hydroxyisovalerylcarnitine)",0
"Fatty Acid Beta Oxidation (C6:1->C4:0), Mitochondrial",0
"Fatty Acid Beta Oxidation (C6:1->C4:0), Peroxisomal",0.559416114318441
"Isomerization (C6:1), Mitochondrial",0.736041101261453
"Isomerization (C6:1), Peroxisomal",0.13339592376138
"Fatty Acid Beta Oxidation (C6->C4), Mitochondrial",0
"Fatty Acid Beta Oxidation (C6->C4), Peroxisomal",0
"Fatty Acid Beta Oxidation (C6Dc->C4Dc), Peroxisomal",0
"Fatty Acid Beta Oxidation (C7->C5), Mitochondrial",0
"Fatty Acid Beta Oxidation (C8:1->C6:1), Mitochondrial",0.736041101262104
"Fatty Acid Beta Oxidation (C8:1->C6:1), Peroxisomal",0.133395923759873
"Fatty Acid Beta Oxidation (C8->C6), Mitochondrial",0
"Fatty Acid Beta Oxidation (C8->C6), Peroxisomal",0
"Fatty Acid Beta Oxidation (C8Dc->C6Dc), Peroxisomal",0
"Fatty Acid Beta Oxidation (C9->C7), Mitochondrial",0
"Fatty Acid Omega Oxidation (Mc10->W-Ohmc10), Endoplasmatic Reticulum",0
"Fatty Acid Omega Oxidation (W-Ohc16->C16Dc)",0
"Fatty Acid Omega Oxidation (W-Ohc22->C22Dc)",0
"Fatty Acid Omega Oxidation (W-Ohmc10->Dc10)",0
"Fatty Acid Beta Oxidation Trans (C10:1->C10:2), Mitochondrial",1.88195206321684
"Fatty Acid Beta Oxidation Trans (C10:2->C10:1), Mitochondrial",1.88195206321845
"Fatty Acid Beta Oxidation Trans (C12:2->C10:1), Mitochondrial",1.88195206321745
"Isomerization Trans (C12:2), Mitochondrial",1.88195206321651
"Fatty Acid Beta Oxidation Trans (C14:2->C12:2), Mitochondrial",1.88195206321749
"Fatty Acid Beta Oxidation Trans (C16:2->C14:2), Mitochondrial",1.88195206321622
"Fatty Acid Beta Oxidation Trans (C18:2->C16:2), Mitochondrial",1.88195206321688
"Fatty Acid Beta Oxidation (C12:2->C10:1), Peroxisomal",0.252583944404257
"Transport of Glutaryl Coenzyme A from Mitochondria into Cytosol",0
"Transport of (S)-3-Hydroxydecanoyl Coenzyme A from Mitochondria into the Cytosol",0
"Transport of (S)-3-Hydroxydodecanoyl Coenzyme A from Mitochondria into the Cytosol",0
"Transport of 3-Hydroxyhexadecanoylcoa from Mitochondria into the Cytosol",0
"Transport of 3-Hydroxyhexadecenoylcoa from Mitochondria into the Cytosol",0
